"wage","lwage","educ","nearc4","nearc2","black","smsa","south","exper","expersq","married","age","fatheduc","motheduc","IQ","KWW"
359,5.88332176208496,16,1,0,0,0,0,2,4,1,24,12,12,114,29
330,5.7990927696228,12,0,1,0,0,0,6,36,6,24,9,12,100,37
625,6.43775177001953,12,0,1,0,0,0,10,100,1,28,NA,10,104,38
495,6.2045578956604,12,0,1,0,0,0,8,64,1,26,5,8,111,35
653,6.48157691955566,12,0,1,0,0,0,11,121,1,29,12,12,110,44
722,6.58202505111694,12,0,1,0,0,0,9,81,1,27,15,12,87,26
704,6.55677795410156,12,0,1,0,0,0,7,49,1,25,15,12,103,34
514,6.24222278594971,9,0,1,0,0,0,14,196,1,29,1,3,NA,31
625,6.43775177001953,12,0,1,0,1,0,13,169,4,31,14,12,95,27
622,6.4329400062561,18,0,1,0,0,0,5,25,6,29,12,15,116,41
427,6.05678415298462,15,0,1,0,1,0,5,25,1,26,12,15,109,31
653,6.48157691955566,12,0,1,0,0,0,11,121,1,29,12,12,104,36
643,6.46614503860474,12,0,1,0,0,0,12,144,1,30,12,12,104,38
575,6.3543701171875,12,0,1,0,1,0,16,256,1,34,12,12,110,37
313,5.74620294570923,13,0,1,0,0,1,15,225,1,34,NA,NA,100,32
664,6.49828195571899,18,0,1,0,0,0,0,0,1,24,NA,16,116,39
555,6.31896781921387,13,0,1,0,0,0,13,169,6,32,8,13,94,40
300,5.70378303527832,18,0,1,0,1,0,0,0,6,24,12,12,NA,44
642,6.4645881652832,15,0,0,0,0,0,7,49,1,28,12,16,115,38
667,6.50278997421265,14,0,0,0,1,0,8,64,1,28,12,8,123,45
1320,7.185387134552,18,0,0,0,1,0,4,16,1,28,15,13,113,47
504,6.22257614135742,12,0,0,0,1,0,6,36,1,24,9,9,NA,29
781,6.6605749130249,16,0,0,0,1,0,3,9,1,25,12,12,106,29
817,6.70563888549805,14,0,0,0,1,0,5,25,4,25,12,12,114,40
520,6.25382900238037,12,0,0,0,0,0,10,100,6,28,12,6,95,32
577,6.35784196853638,12,0,0,0,0,0,9,81,1,27,12,6,113,33
375,5.92692613601685,11,0,0,0,0,0,8,64,1,25,12,6,NA,16
500,6.21460819244385,12,0,0,0,0,0,6,36,1,24,12,8,NA,32
625,6.43775177001953,16,0,0,0,1,0,6,36,6,28,12,12,111,48
684,6.52795791625977,16,0,0,0,0,0,12,144,1,34,NA,NA,110,35
470,6.15273284912109,14,0,0,0,0,0,6,36,1,26,12,12,100,31
628,6.44254016876221,13,0,0,0,0,0,8,64,1,27,12,12,95,39
525,6.26339817047119,13,0,0,0,0,0,5,25,6,24,12,8,NA,20
554,6.3171648979187,12,0,0,0,0,0,14,196,1,32,8,8,100,34
641,6.46302890777588,16,1,1,0,1,0,3,9,6,25,12,12,130,36
513,6.24027585983276,13,1,1,0,1,0,15,225,1,34,8,12,98,36
604,6.40357398986816,12,1,1,0,1,0,9,81,1,27,12,12,103,36
700,6.55108022689819,13,1,1,0,1,0,14,196,1,33,8,15,108,39
606,6.40687990188599,12,1,1,0,1,0,15,225,1,33,8,12,NA,38
1021,6.92853784561157,12,1,1,0,1,0,15,225,1,33,NA,12,101,47
714,6.57088279724121,12,1,1,0,1,0,13,169,6,31,16,12,90,43
500,6.21460819244385,12,1,1,0,1,0,10,100,1,28,8,8,79,34
583,6.36818695068359,12,1,1,0,1,0,10,100,1,28,14,8,94,47
706,6.55961513519287,12,1,1,0,1,0,13,169,1,31,5,8,115,41
520,6.25382900238037,16,1,1,0,0,0,8,64,1,30,11,12,118,39
656,6.48616123199463,16,1,1,0,1,0,7,49,1,29,NA,NA,114,41
684,6.52795791625977,16,1,1,0,1,0,6,36,1,28,16,14,114,33
276,5.62040090560913,13,1,1,0,1,0,6,36,1,25,11,11,84,33
707,6.56103086471558,13,1,1,1,1,0,15,225,1,34,NA,12,92,37
788,6.66949796676636,12,1,1,0,1,0,16,256,1,34,8,11,107,42
1319,7.18462896347046,18,1,1,0,1,0,7,49,1,31,18,12,137,44
404,6.00141477584839,14,1,1,0,1,0,8,64,6,28,9,8,129,33
300,5.70378303527832,16,1,1,0,1,0,3,9,1,25,12,12,101,41
673,6.5117449760437,12,1,1,0,1,0,8,64,1,26,12,12,98,40
722,6.58202505111694,12,1,1,0,1,0,16,256,1,34,NA,8,108,41
769,6.64509105682373,16,1,1,0,0,0,4,16,1,26,8,2,114,37
760,6.6333179473877,16,1,0,0,0,0,8,64,1,30,6,12,110,37
434,6.07304382324219,18,1,0,0,0,0,6,36,1,30,11,12,111,37
1192,7.08338785171509,13,1,0,0,0,0,15,225,1,34,12,8,99,30
462,6.13556480407715,17,1,0,0,0,0,8,64,1,31,NA,4,113,39
370,5.91350317001343,12,1,0,0,0,0,6,36,1,24,12,12,101,29
475,6.16331481933594,12,1,0,0,0,0,12,144,6,30,12,12,99,25
435,6.07534599304199,12,1,0,0,0,0,10,100,1,28,12,12,101,37
332,5.80513477325439,12,1,0,0,0,0,8,64,6,26,8,12,75,24
640,6.46146821975708,16,1,0,0,1,0,9,81,6,31,12,12,102,49
505,6.22455787658691,12,1,0,0,0,0,16,256,1,34,NA,6,91,29
625,6.43775177001953,16,1,0,0,0,0,7,49,1,29,10,12,113,38
462,6.13556480407715,12,1,0,0,0,0,13,169,1,31,NA,8,120,34
817,6.70563888549805,17,1,1,0,1,1,4,16,1,27,16,16,134,42
433,6.07073783874512,17,1,1,0,1,0,1,1,1,24,NA,13,105,26
641,6.46302890777588,14,1,1,0,1,0,5,25,6,25,15,12,98,32
225,5.41610097885132,15,1,1,0,0,0,4,16,4,25,15,12,107,28
721,6.58063888549805,15,1,1,1,1,0,13,169,1,34,NA,14,110,39
722,6.58202505111694,16,1,1,0,1,0,4,16,6,26,12,12,101,30
817,6.70563888549805,16,1,1,0,1,0,7,49,1,29,16,16,107,31
664,6.49828195571899,16,1,1,0,1,0,5,25,1,27,16,13,115,43
897,6.79905605316162,18,1,1,0,1,0,4,16,1,28,12,12,121,39
793,6.67582321166992,11,1,1,0,1,0,17,289,1,34,NA,NA,115,40
539,6.28971576690674,15,1,1,0,1,0,10,100,1,31,10,12,134,42
897,6.79905605316162,11,1,1,0,1,0,10,100,1,27,10,12,NA,39
721,6.58063888549805,15,1,1,0,1,0,9,81,1,30,13,12,105,52
925,6.82979393005371,13,1,1,0,1,0,5,25,1,24,12,12,97,28
508,6.23048210144043,12,1,1,0,1,0,10,100,1,28,8,10,108,38
929,6.83410882949829,16,1,1,0,1,0,10,100,6,32,8,10,113,45
705,6.55819797515869,17,1,1,0,1,0,10,100,1,33,NA,NA,96,47
865,6.76273012161255,12,1,1,0,1,0,12,144,1,30,NA,5,NA,39
520,6.25382900238037,16,1,1,0,1,0,2,4,1,24,12,12,137,41
417,6.03308582305908,12,1,1,0,1,0,6,36,1,24,10,8,NA,30
266,5.58349609375,15,1,1,0,1,0,5,25,6,26,10,10,NA,37
625,6.43775177001953,15,1,1,0,1,0,3,9,6,24,16,14,NA,30
940,6.84588003158569,12,1,1,0,1,0,13,169,1,31,NA,12,110,34
766,6.64118194580078,16,1,1,0,1,0,3,9,6,25,16,12,120,38
801,6.68586111068726,9,1,1,0,1,0,14,196,1,29,10,12,NA,26
707,6.56103086471558,15,1,1,0,1,0,7,49,6,28,10,12,105,36
684,6.52795791625977,12,1,1,0,1,0,12,144,1,30,NA,10,121,40
417,6.03308582305908,16,1,1,0,1,0,4,16,1,26,9,12,113,29
600,6.39693021774292,18,1,1,0,1,0,5,25,6,29,8,12,113,41
682,6.5250301361084,15,1,1,0,1,0,4,16,4,25,NA,13,101,37
918,6.82219696044922,18,1,1,0,0,0,7,49,1,31,12,9,104,41
738,6.60394382476807,12,1,1,0,1,0,14,196,1,32,NA,NA,96,37
1167,7.06219100952148,12,1,1,0,1,0,10,100,4,28,10,12,92,32
765,6.63987588882446,11,1,1,0,1,0,12,144,1,29,10,10,80,23
962,6.86901378631592,12,1,1,0,1,0,8,64,5,26,10,10,117,28
300,5.70378303527832,18,1,1,0,1,0,3,9,6,27,12,12,134,44
658,6.48920488357544,16,1,1,0,1,0,2,4,6,24,12,12,126,42
462,6.13556480407715,12,1,1,0,1,0,8,64,1,26,8,8,95,25
721,6.58063888549805,12,1,1,0,1,0,6,36,1,24,8,8,102,18
865,6.76273012161255,12,1,1,0,1,0,7,49,1,25,8,12,NA,36
596,6.39024114608765,11,1,1,0,1,0,7,49,1,24,7,5,NA,22
909,6.81234502792358,12,1,1,0,1,0,14,196,1,32,8,10,112,42
1049,6.95559310913086,12,1,1,0,1,0,11,121,1,29,8,10,NA,45
455,6.12029695510864,13,1,1,0,1,1,15,225,1,34,NA,NA,104,47
675,6.51471281051636,12,1,1,1,0,1,9,81,6,27,NA,NA,81,32
721,6.58063888549805,12,1,1,1,1,0,6,36,6,24,NA,NA,70,20
600,6.39693021774292,7,1,1,1,1,0,20,400,1,33,8,8,NA,NA
925,6.82979393005371,12,1,1,1,1,0,10,100,6,28,8,8,70,18
750,6.62007284164429,12,1,1,0,1,0,10,100,1,28,6,6,83,20
563,6.33328008651733,12,1,1,0,1,0,10,100,1,28,6,6,84,13
625,6.43775177001953,14,1,1,0,1,0,6,36,1,26,12,10,104,25
300,5.70378303527832,10,1,1,0,0,0,13,169,1,29,NA,NA,82,30
1380,7.22983884811401,12,1,1,0,0,0,9,81,1,27,8,12,109,32
470,6.15273284912109,14,1,1,0,1,0,5,25,1,25,12,12,111,25
788,6.66949796676636,12,1,1,0,1,0,10,100,1,28,12,12,97,37
230,5.43807888031006,16,1,1,0,1,0,3,9,1,25,8,12,120,33
389,5.96357917785645,10,0,0,0,0,0,11,121,4,27,12,12,NA,34
315,5.75257301330566,12,0,0,0,1,0,15,225,1,33,7,12,94,33
355,5.87211799621582,17,0,0,0,1,0,6,36,1,29,3,5,116,46
500,6.21460819244385,8,0,0,0,1,0,12,144,1,26,5,8,NA,25
650,6.47697305679321,11,0,0,0,0,0,16,256,1,33,8,11,NA,30
815,6.70318794250488,12,0,0,0,1,0,9,81,6,27,8,11,NA,29
649,6.47543287277222,13,0,0,0,0,0,7,49,6,26,13,12,101,33
435,6.07534599304199,12,0,0,0,1,0,11,121,1,29,9,NA,98,36
600,6.39693021774292,11,0,1,0,0,0,10,100,1,27,10,15,110,32
206,5.32787609100342,13,0,1,0,1,1,7,49,1,26,16,14,131,42
481,6.17586708068848,12,0,1,0,1,1,9,81,1,27,12,11,122,46
485,6.18414878845215,13,0,1,0,1,1,5,25,4,24,12,10,88,33
759,6.63200187683105,18,0,1,0,1,0,5,25,1,29,12,12,111,39
995,6.90274286270142,12,0,1,0,1,0,8,64,1,26,12,12,90,35
1167,7.06219100952148,12,1,0,0,1,0,11,121,1,29,NA,NA,NA,41
314,5.74939298629761,16,1,0,0,1,0,3,9,1,25,12,12,120,38
915,6.81892395019531,13,1,1,0,1,0,6,36,6,25,14,12,NA,25
664,6.49828195571899,13,1,1,0,1,0,7,49,1,26,16,12,NA,35
783,6.66313314437866,12,1,1,0,1,0,11,121,4,29,NA,8,108,29
650,6.47697305679321,13,1,1,0,1,0,13,169,1,32,8,12,99,43
267,5.58724880218506,9,1,0,0,1,1,12,144,1,27,12,6,NA,36
355,5.87211799621582,8,1,0,0,0,0,19,361,1,33,8,8,NA,NA
440,6.0867748260498,8,1,0,0,0,0,19,361,1,33,NA,NA,NA,34
475,6.16331481933594,11,1,0,0,1,0,13,169,1,30,6,12,80,31
726,6.58755016326904,11,1,0,0,1,0,15,225,1,32,5,10,93,45
721,6.58063888549805,16,1,0,0,1,0,6,36,1,28,17,12,96,42
563,6.33328008651733,12,1,0,0,1,0,16,256,1,34,NA,NA,85,46
600,6.39693021774292,12,1,0,0,1,0,8,64,1,26,12,13,108,32
692,6.53958606719971,15,1,0,0,1,0,4,16,1,25,13,12,110,36
423,6.04737186431885,15,1,0,0,1,0,7,49,4,28,10,11,118,43
786,6.66695690155029,12,1,0,0,1,0,6,36,1,24,14,NA,102,30
1202,7.09174203872681,12,1,0,0,1,0,13,169,1,31,8,12,NA,44
577,6.35784196853638,16,1,0,0,1,0,12,144,4,34,NA,18,113,46
635,6.45362520217896,18,1,0,0,0,0,3,9,1,27,11,10,112,37
410,6.01615715026855,12,1,0,0,1,0,9,81,1,27,NA,12,115,31
370,5.91350317001343,16,1,0,0,1,0,2,4,1,24,12,10,117,30
789,6.67076587677002,16,1,0,0,1,0,4,16,1,26,11,10,119,28
450,6.10924816131592,17,1,0,0,1,0,1,1,1,24,11,10,NA,32
1251,7.1316990852356,12,1,0,0,1,0,10,100,1,28,11,12,94,39
808,6.69456195831299,16,1,1,0,1,0,8,64,1,30,16,13,109,42
308,5.73010015487671,16,1,1,0,1,0,8,64,1,30,8,12,107,49
817,6.70563888549805,12,1,0,0,0,0,12,144,1,30,12,12,NA,29
673,6.5117449760437,16,1,0,0,1,0,8,64,6,30,6,6,121,38
524,6.2614917755127,12,1,0,0,0,0,11,121,1,29,NA,NA,90,32
275,5.61677122116089,15,1,0,0,0,0,9,81,1,30,8,9,NA,34
423,6.04737186431885,17,1,0,0,0,0,5,25,1,28,14,12,NA,32
641,6.46302890777588,16,1,0,0,1,0,6,36,1,28,10,8,NA,38
450,6.10924816131592,12,1,0,0,0,0,10,100,6,28,9,9,121,37
333,5.8081431388855,12,1,0,0,0,0,8,64,1,26,6,7,89,21
913,6.81673622131348,12,1,0,0,0,0,14,196,1,32,8,12,101,28
128,4.85202980041504,11,1,0,0,0,0,10,100,6,27,8,9,68,21
396,5.98141384124756,16,1,0,0,0,0,5,25,1,27,14,12,118,50
475,6.16331481933594,13,1,0,0,1,0,9,81,1,28,12,12,102,40
450,6.10924816131592,13,1,0,0,0,0,12,144,1,31,8,12,NA,38
300,5.70378303527832,16,1,0,0,0,0,2,4,1,24,12,12,102,27
462,6.13556480407715,18,1,0,0,1,0,5,25,1,29,8,12,NA,47
630,6.44572019577026,12,1,0,0,0,0,14,196,1,32,7,9,109,48
485,6.18414878845215,12,1,0,0,0,0,15,225,1,33,6,4,94,38
549,6.30809783935547,12,1,0,0,0,0,12,144,1,30,5,6,115,34
372,5.91889381408691,12,1,0,0,0,0,7,49,6,25,5,6,101,30
641,6.46302890777588,12,1,0,0,0,0,16,256,1,34,4,8,92,41
519,6.25190401077271,12,1,0,0,1,0,11,121,1,29,NA,8,89,37
385,5.95324277877808,9,1,0,0,0,0,11,121,5,26,5,11,71,32
450,6.10924816131592,16,1,0,0,1,1,7,49,1,29,12,8,97,32
315,5.75257301330566,12,0,0,0,0,0,8,64,1,26,10,12,116,38
731,6.5944128036499,14,0,0,0,0,0,9,81,1,29,11,12,130,39
325,5.7838249206543,12,0,0,0,0,0,14,196,1,32,6,12,102,34
616,6.42324686050415,16,0,0,0,1,0,6,36,1,28,12,12,119,38
346,5.84643888473511,15,0,0,0,1,0,9,81,4,30,10,10,104,45
471,6.15485811233521,13,0,0,0,1,0,9,81,6,28,8,13,91,42
300,5.70378303527832,12,0,0,0,0,0,9,81,6,27,7,8,93,34
430,6.06378507614136,13,1,0,0,1,0,5,25,1,24,15,10,NA,32
267,5.58724880218506,12,1,0,1,1,0,10,100,1,28,12,8,95,37
230,5.43807888031006,12,1,0,0,1,0,10,100,4,28,13,10,74,24
432,6.06842613220215,14,1,0,0,1,0,4,16,6,24,NA,10,115,24
531,6.27476215362549,12,1,0,0,1,0,8,64,1,26,12,12,89,31
1100,7.00306606292725,12,1,0,0,1,0,9,81,1,27,12,11,92,38
588,6.37672710418701,12,1,0,1,1,0,10,100,1,28,8,12,104,25
841,6.73459100723267,18,1,0,0,0,0,6,36,1,30,NA,15,109,44
641,6.46302890777588,15,1,0,0,1,0,3,9,1,24,NA,10,124,23
962,6.86901378631592,14,1,0,0,1,0,14,196,1,34,12,12,NA,41
921,6.8254599571228,13,1,0,0,1,0,14,196,1,33,11,12,NA,37
350,5.85793304443359,15,0,0,0,0,0,6,36,1,27,NA,12,94,29
385,5.95324277877808,16,0,0,0,0,0,2,4,NA,24,12,12,NA,25
618,6.42648792266846,16,0,0,0,0,0,11,121,1,33,4,12,120,44
470,6.15273284912109,13,0,0,0,1,0,12,144,1,31,NA,NA,103,35
411,6.01859283447266,12,0,0,0,0,0,9,81,1,27,12,NA,92,31
400,5.99146509170532,12,0,0,0,0,0,7,49,1,25,12,10,111,24
700,6.55108022689819,11,0,0,0,1,0,16,256,1,33,9,8,96,40
311,5.7397928237915,15,0,0,0,1,0,6,36,1,27,12,12,103,40
243,5.49306201934814,14,0,0,0,0,1,4,16,1,24,12,12,110,35
248,5.51342916488647,12,0,0,1,1,1,14,196,5,32,5,7,67,35
423,6.04737186431885,11,0,0,1,1,0,13,169,6,30,8,8,69,26
600,6.39693021774292,11,0,0,1,1,0,16,256,5,33,8,8,91,32
700,6.55108022689819,17,0,0,1,1,0,2,4,1,25,8,4,104,34
300,5.70378303527832,12,0,0,0,1,0,6,36,6,24,10,12,124,36
691,6.53813982009888,12,0,0,0,1,0,6,36,1,24,11,12,98,42
600,6.39693021774292,12,0,0,0,1,0,12,144,1,30,7,9,86,48
700,6.55108022689819,12,0,0,0,1,0,12,144,1,30,NA,12,118,44
275,5.61677122116089,14,0,0,0,0,0,5,25,6,25,12,12,98,NA
675,6.51471281051636,9,0,0,1,1,0,19,361,1,34,4,7,92,23
449,6.10702276229858,17,0,0,0,1,0,5,25,1,28,12,12,116,40
635,6.45362520217896,16,0,0,0,1,0,8,64,1,30,12,12,97,43
1250,7.13089895248413,14,0,0,0,0,0,9,81,1,29,10,9,109,44
962,6.86901378631592,18,0,0,0,1,0,5,25,1,29,8,18,105,33
490,6.19440603256226,18,0,0,0,0,0,1,1,6,25,10,13,99,32
586,6.37332010269165,12,0,0,0,0,0,6,36,4,24,10,13,NA,28
750,6.62007284164429,14,0,0,0,0,0,13,169,1,33,NA,12,108,NA
326,5.7868971824646,18,0,0,0,0,0,2,4,6,26,12,12,100,39
430,6.06378507614136,18,0,0,0,1,0,5,25,1,29,17,12,117,35
571,6.34738922119141,12,0,0,0,1,0,8,64,1,26,12,11,101,25
913,6.81673622131348,16,0,0,0,0,0,6,36,1,28,9,12,111,40
577,6.35784196853638,14,0,0,0,0,0,10,100,1,30,4,10,101,44
433,6.07073783874512,11,0,0,0,0,0,15,225,1,32,NA,NA,NA,36
505,6.22455787658691,12,0,0,0,0,0,6,36,1,24,9,8,NA,21
721,6.58063888549805,18,1,0,0,0,0,10,100,1,34,NA,8,92,45
962,6.86901378631592,16,1,0,0,1,0,11,121,1,33,14,8,106,38
609,6.41181898117065,12,1,0,0,1,0,13,169,4,31,13,14,NA,33
450,6.10924816131592,12,1,0,0,0,0,7,49,1,25,12,12,NA,33
625,6.43775177001953,12,0,1,0,0,0,15,225,1,33,10,12,102,37
713,6.56948089599609,14,0,1,0,0,0,6,36,1,26,10,12,115,28
710,6.56526517868042,12,0,1,0,0,0,6,36,1,24,8,10,99,37
913,6.81673622131348,16,0,1,0,1,0,10,100,1,32,10,11,118,48
418,6.03548097610474,8,0,1,0,0,0,10,100,1,24,8,8,NA,21
692,6.53958606719971,13,0,0,0,0,0,10,100,1,29,16,13,132,37
260,5.56068181991577,12,0,0,0,1,0,16,256,1,34,NA,NA,NA,34
650,6.47697305679321,13,0,0,0,1,0,7,49,1,26,16,12,108,26
610,6.41345882415771,14,0,0,0,1,0,5,25,1,25,16,12,103,35
726,6.58755016326904,12,0,0,0,1,0,11,121,5,29,10,14,98,40
767,6.64248704910278,13,0,0,0,1,0,13,169,1,32,11,8,111,44
620,6.42971897125244,12,0,0,0,0,0,9,81,1,27,11,12,97,29
721,6.58063888549805,16,0,0,0,1,0,5,25,1,27,NA,12,101,33
516,6.24610710144043,18,0,0,0,1,0,2,4,3,26,12,14,129,36
400,5.99146509170532,12,0,0,0,0,0,7,49,6,25,11,10,85,37
808,6.69456195831299,14,0,0,0,1,1,7,49,1,27,13,13,106,39
460,6.13122701644897,12,0,0,0,0,0,6,36,6,24,7,7,NA,27
642,6.4645881652832,17,0,0,0,0,0,9,81,1,32,18,12,120,45
519,6.25190401077271,12,0,0,0,0,0,10,100,1,28,8,8,107,28
568,6.34212207794189,12,0,0,0,1,0,6,36,1,24,10,12,109,32
693,6.54102993011475,16,0,0,0,0,0,2,4,6,24,10,12,NA,28
978,6.88550901412964,12,0,0,0,1,0,13,169,6,31,8,12,106,49
779,6.65801095962524,12,0,0,0,0,0,14,196,1,32,12,8,106,34
443,6.09357023239136,14,0,0,0,1,0,7,49,1,27,8,9,95,32
692,6.53958606719971,16,0,0,0,1,0,11,121,1,33,9,12,105,39
417,6.03308582305908,16,0,0,0,0,0,4,16,6,26,12,12,131,44
773,6.65027904510498,11,0,0,0,1,0,13,169,1,30,8,12,93,32
400,5.99146509170532,15,0,0,0,1,0,5,25,6,26,NA,8,88,33
900,6.80239486694336,12,0,0,0,1,0,9,81,1,27,NA,11,100,38
700,6.55108022689819,16,0,0,0,0,0,9,81,1,31,12,8,107,32
485,6.18414878845215,16,0,0,0,0,0,2,4,1,24,8,12,104,35
894,6.79570579528809,16,0,0,0,1,0,7,49,1,29,8,9,107,30
750,6.62007284164429,18,0,0,0,1,0,5,25,1,29,NA,NA,126,42
1055,6.96129608154297,13,0,1,0,0,0,14,196,1,33,NA,8,109,47
933,6.8384051322937,12,0,1,0,0,0,10,100,1,28,10,NA,112,42
568,6.34212207794189,12,0,1,0,0,0,8,64,1,26,10,12,105,22
987,6.89467000961304,16,0,1,0,1,0,3,9,1,25,8,12,133,36
769,6.64509105682373,16,0,1,0,1,0,2,4,1,24,8,12,NA,36
648,6.47389078140259,12,0,1,0,0,0,9,81,1,27,8,12,114,33
449,6.10702276229858,16,0,1,0,0,0,8,64,6,30,12,14,99,38
580,6.36302804946899,12,0,1,0,0,0,9,81,1,27,10,12,114,25
550,6.30991792678833,8,0,1,0,0,0,19,361,1,33,7,10,NA,34
800,6.68461179733276,12,0,0,0,1,0,11,121,1,29,9,12,123,35
160,5.07517385482788,12,0,0,0,1,0,6,36,6,24,12,12,83,34
462,6.13556480407715,17,0,0,0,1,0,5,25,1,28,16,17,NA,42
425,6.05208921432495,14,0,0,0,1,0,5,25,1,25,12,12,NA,46
600,6.39693021774292,8,0,0,0,1,0,18,324,1,32,8,12,NA,39
866,6.76388502120972,17,0,0,0,1,0,3,9,4,26,12,12,127,37
683,6.5264949798584,12,0,0,0,1,0,10,100,1,28,NA,10,87,49
1115,7.01661014556885,12,0,0,0,1,0,9,81,1,27,12,11,100,48
1100,7.00306606292725,12,0,0,0,1,0,8,64,1,26,12,11,104,48
286,5.65599203109741,12,0,0,0,0,0,6,36,1,24,12,11,106,49
513,6.24027585983276,14,0,0,0,1,0,8,64,1,28,12,12,127,46
650,6.47697305679321,13,0,0,0,1,0,7,49,1,26,12,12,109,52
1039,6.94601392745972,12,0,0,0,1,0,13,169,1,31,12,9,85,48
700,6.55108022689819,12,0,0,0,1,0,8,64,1,26,12,9,93,46
315,5.75257301330566,18,1,0,0,1,0,7,49,6,31,12,12,NA,30
310,5.73657178878784,12,1,0,0,0,0,15,225,1,33,7,8,100,40
335,5.81412982940674,11,1,0,0,0,0,10,100,1,27,NA,NA,NA,37
518,6.24997520446777,11,1,0,0,0,0,8,64,1,25,NA,NA,71,20
709,6.56385612487793,16,1,0,0,1,0,6,36,6,28,12,12,88,36
623,6.43454599380493,12,1,0,0,0,0,7,49,1,25,8,12,93,32
298,5.69709300994873,13,1,0,0,0,0,9,81,1,28,8,12,98,26
625,6.43775177001953,14,1,0,0,1,0,4,16,1,24,10,12,110,35
769,6.64509105682373,16,1,0,0,1,0,7,49,1,29,8,12,113,37
459,6.12904977798462,16,1,0,0,1,0,6,36,6,28,8,8,136,40
550,6.30991792678833,12,1,1,0,0,0,13,169,1,31,6,NA,109,31
470,6.15273284912109,14,1,1,0,0,0,9,81,1,29,12,11,94,38
396,5.98141384124756,12,1,1,0,0,0,15,225,1,33,8,8,77,36
594,6.38687896728516,14,1,1,0,0,0,5,25,1,25,12,12,NA,33
1039,6.94601392745972,16,1,1,0,0,0,6,36,6,28,18,15,113,49
400,5.99146509170532,12,1,1,0,1,0,16,256,1,34,8,8,NA,36
698,6.54821920394897,12,1,1,0,0,0,8,64,1,26,11,12,125,34
713,6.56948089599609,16,1,1,0,0,1,4,16,1,26,8,13,106,27
550,6.30991792678833,12,1,1,0,0,0,6,36,1,24,8,11,NA,33
333,5.8081431388855,14,1,1,0,0,0,7,49,1,27,8,14,108,37
1058,6.96413612365723,12,1,0,0,1,0,11,121,1,29,12,12,NA,29
590,6.38012313842773,11,1,0,0,1,0,13,169,1,30,NA,NA,89,35
633,6.45046997070312,12,1,0,0,1,0,6,36,1,24,NA,NA,NA,39
500,6.21460819244385,10,1,0,0,1,0,10,100,2,26,NA,NA,84,24
788,6.66949796676636,14,1,0,0,1,0,8,64,1,28,12,12,NA,37
832,6.72383308410645,18,1,0,0,1,0,7,49,1,31,13,12,NA,50
539,6.28971576690674,12,1,0,0,1,0,8,64,1,26,6,12,102,44
577,6.35784196853638,18,1,0,0,1,0,4,16,1,28,8,12,106,44
808,6.69456195831299,14,1,0,0,1,0,10,100,1,30,12,12,102,40
722,6.58202505111694,14,1,0,0,1,0,10,100,1,30,14,16,113,49
600,6.39693021774292,12,1,0,0,1,1,8,64,1,26,12,12,96,26
452,6.11368179321289,10,1,0,0,1,1,12,144,1,28,8,6,NA,22
300,5.70378303527832,7,1,0,0,1,1,14,196,1,27,4,8,NA,30
393,5.97381019592285,12,1,0,1,1,1,8,64,6,26,NA,10,NA,24
200,5.29831695556641,12,1,1,1,1,1,8,64,6,26,NA,7,NA,NA
750,6.62007284164429,9,1,1,0,0,1,18,324,1,33,NA,7,NA,51
673,6.5117449760437,16,1,1,0,0,1,4,16,6,26,12,12,107,31
989,6.89669418334961,14,1,1,0,1,1,10,100,1,30,12,14,NA,38
880,6.7799220085144,17,1,1,0,1,1,4,16,6,27,12,14,110,49
905,6.80793523788452,13,1,1,0,0,1,7,49,1,26,12,12,106,35
250,5.52146100997925,14,1,1,1,1,1,14,196,1,34,NA,10,NA,37
520,6.25382900238037,10,1,1,0,1,1,12,144,1,28,5,12,103,38
356,5.87493085861206,12,1,1,0,1,1,9,81,6,27,5,12,53,20
278,5.62762117385864,12,1,1,0,1,1,6,36,1,24,5,12,103,24
400,5.99146509170532,12,1,1,1,1,1,7,49,2,25,11,11,76,16
273,5.60947179794312,10,1,1,1,1,1,12,144,1,28,NA,8,90,36
500,6.21460819244385,11,1,1,0,1,1,14,196,1,31,7,12,96,31
603,6.40191698074341,11,1,1,0,1,1,16,256,1,33,6,12,97,35
400,5.99146509170532,12,1,0,0,1,1,7,49,5,25,9,11,NA,26
475,6.16331481933594,12,1,0,1,1,1,10,100,5,28,NA,10,87,35
1100,7.00306606292725,12,1,0,0,1,1,15,225,1,33,NA,15,89,39
337,5.8200831413269,14,1,0,0,1,1,6,36,6,26,12,12,118,44
538,6.28785800933838,11,1,0,0,1,1,10,100,1,27,16,12,NA,46
404,6.00141477584839,13,1,0,1,1,1,7,49,1,26,NA,8,70,28
757,6.62936305999756,16,1,0,0,1,1,5,25,1,27,17,16,104,34
554,6.3171648979187,16,1,0,0,1,1,11,121,1,33,18,16,113,36
577,6.35784196853638,16,1,0,0,1,1,7,49,1,29,12,11,116,36
432,6.06842613220215,15,1,0,0,1,1,5,25,1,26,12,10,114,36
550,6.30991792678833,11,1,0,0,1,1,12,144,1,29,5,12,NA,33
797,6.68085479736328,16,1,0,0,1,1,2,4,1,24,16,12,NA,41
450,6.10924816131592,14,1,0,0,1,1,7,49,6,27,16,14,116,29
807,6.69332408905029,13,1,0,0,1,1,10,100,1,29,10,11,109,43
